id_credito,fecha_originacion,id_cliente,nombre_cliente,industria,monto,plazo_meses,canal,estatus_primer_pago
CRED-00234,2026-05-19,CLI-67804,Aida Ortega Luna,Transporte,2413938.26,3,Sucursal,A Tiempo
CRED-00235,2026-06-05,CLI-41887,Tania Farías Melgar,Servicios,1487184.45,36,App Móvil,A Tiempo
,2026-06-29,CLI-70933,Lic. Alvaro Valdés,Comercio,1309029.05,6,Web,A Tiempo
CRED-00237,2026-04-21,CLI-34713,Uriel Ayala,Alimentos y Bebidas,556190.78,12,Web,A Tiempo
CRED-00238,2026-06-18,CLI-36394,Uriel Alejandro Beltrán Jaime,Servicios,2901527.09,3,Sucursal,A Tiempo
CRED-00239,2026-06-19,CLI-84160,Wendolin Luz Molina,Transporte,1022817.37,6,Promotor,A Tiempo
CRED-00240,2026-06-19,CLI-04903,Gabriela Paulina Benavídez Zúñiga,Comercio,3672390.0,24,Promotor,Tardío
CRED-00241,2026-04-27,CLI-01283,Reina Romero,Construcción,557779.83,3,Sucursal,A Tiempo
,2026-06-04,CLI-80692,Rocío Amaya Sierra,Tecnología,4053578.28,24,Sucursal,A Tiempo
CRED-00243,2026-05-16,CLI-12903,Miriam Nieves Salcedo,Alimentos y Bebidas,568495.06,60,Promotor,A Tiempo
CRED-00244,2026-05-08,CLI-51589,Ing. Minerva Gómez,Educación,1139934.28,9,Web,Tardío
CRED-00245,2026-05-12,CLI-88715,Sra. Alejandra Suárez,Comercio,987760.91,18,Call Center,A Tiempo
CRED-00246,2026-06-03,CLI-74019,Eugenia Antonia Pantoja,Construcción,3923887.67,48,Web,A Tiempo
CRED-00247,2026-04-23,CLI-07500,Sra. María Cristina Olivárez,Alimentos y Bebidas,630186.03,3,Promotor,A Tiempo
CRED-00248,2026-06-10,CLI-32561,Benjamín Borrego Alonzo,Alimentos y Bebidas,3015003.25,18,Call Center,A Tiempo
CRED-00249,2026-06-22,CLI-08097,Cornelio Clemente Gaytán,Transporte,2680863.75,24,Sucursal,A Tiempo
CRED-00250,2026-06-16,CLI-80394,Francisco Homero Lemus Galarza,Comercio,472185.28,48,Promotor,Tardío
CRED-00251,2026-05-20,CLI-90559,Margarita Alvarez Zúñiga,Salud,2613081.46,36,Call Center,Tardío
CRED-00252,2026-05-04,CLI-47170,Josefina Carrera Villaseñor,Comercio,4645144.31,6,Web,A Tiempo
CRED-00253,2026-04-29,CLI-24224,Ing. Ofelia Calderón,Servicios,3512795.36,48,App Móvil,A Tiempo
CRED-00254,2026-05-17,CLI-44016,Emilia Frida Villanueva,Transporte,2456374.24,24,App Móvil,A Tiempo
,2026-06-28,CLI-26650,Lic. Trinidad Nieves,Comercio,279651.32,3,Promotor,Tardío
CRED-00256,2026-06-09,CLI-72278,Lourdes Rosa Casárez Jurado,Transporte,4114381.83,3,App Móvil,Tardío
CRED-00257,2026-06-04,CLI-35843,Dra. María Cristina Candelaria,Salud,880763.41,24,Call Center,A Tiempo
CRED-00258,2026-05-24,CLI-56598,Anel Estela Llamas Meza,Tecnología,2549128.69,48,Web,Tardío
CRED-00259,2026-06-22,CLI-27169,Salvador Bernabé Valencia Noriega,Agricultura,394241.52,3,Web,A Tiempo
CRED-00260,2026-04-24,CLI-44471,Francisco Homero Alarcón,Agricultura,3370947.36,9,Promotor,Tardío
CRED-00261,2026-07-15,CLI-64387,Gerardo Rafaél Zelaya,Construcción,3184108.66,6,App Móvil,Tardío
CRED-00262,2026-06-25,CLI-68504,Dra. Carlota Aparicio,Comercio,1209182.05,60,Promotor,A Tiempo
CRED-00263,2026-06-03,CLI-41357,Alma Quintanilla,Transporte,1679867.27,18,Sucursal,A Tiempo
CRED-00264,2026-06-03,CLI-69440,Isabela María del Carmen Peralta Mercado,Tecnología,1216177.99,12,Promotor,Tardío
CRED-00265,2026-05-16,CLI-93499,Leonor Palomo Parra,Educación,1232861.84,18,Web,A Tiempo
CRED-00266,2026-07-12,CLI-01962,Rodrigo Emiliano Noriega,Transporte,2621213.57,18,Sucursal,Tardío
CRED-00267,2026-04-18,CLI-33149,Rufino Miguel Ángel Osorio Angulo,Salud,3999476.53,3,App Móvil,A Tiempo
CRED-00268,2026-05-05,CLI-27550,Timoteo Niño Madera,Transporte,1700070.52,6,Web,Tardío
CRED-00269,2026-06-09,CLI-49258,Gerónimo Rodrigo Gaona,Educación,3906917.56,48,App Móvil,Tardío
CRED-00270,2026-06-06,CLI-27446,Zoé Adela Sisneros,Construcción,3758053.71,24,Call Center,A Tiempo
CRED-00271,2026-04-29,CLI-57392,Ing. Soledad Valentín,Salud,2201322.82,18,App Móvil,A Tiempo
CRED-00272,2026-07-14,CLI-58077,Susana Esmeralda Treviño,Alimentos y Bebidas,225802.66,9,Call Center,A Tiempo
CRED-00273,2026-07-08,CLI-33294,Dr. Alonso Gil,Servicios,4158698.08,24,Web,A Tiempo
CRED-00274,2026-05-25,CLI-56667,Lourdes Pamela Partida,Salud,4421651.72,24,Promotor,A Tiempo
CRED-00275,2026-05-11,CLI-97327,Araceli Esther Báez,Salud,2468356.17,3,Promotor,A Tiempo
CRED-00276,2026-07-06,CLI-12440,Manuel Víctor Sáenz,Salud,1989402.8,9,Web,Tardío
CRED-00277,2026-05-30,CLI-33803,Carlota Florencia Curiel Ulloa,Servicios,1565698.94,3,Call Center,A Tiempo
CRED-00278,2026-05-08,CLI-87476,Lic. Georgina Peña,Transporte,278427.22,18,App Móvil,A Tiempo
CRED-00279,2026-06-30,CLI-59168,Esther Antonia Muñiz de la Rosa,Alimentos y Bebidas,58268.37,3,App Móvil,A Tiempo
CRED-00280,2026-05-05,CLI-57695,Jonás Zeferino Covarrubias Tovar,Educación,1682058.88,12,Sucursal,A Tiempo
CRED-00281,2026-05-18,CLI-75491,Mauricio Villareal,Alimentos y Bebidas,2540211.37,24,Promotor,A Tiempo
CRED-00282,2026-06-19,CLI-40182,Ing. Beatriz Acosta,Educación,2313745.96,24,App Móvil,A Tiempo
CRED-00283,2026-05-11,CLI-57000,Linda Asunción Santacruz,Tecnología,4614254.87,60,Call Center,A Tiempo
CRED-00284,2026-06-13,CLI-53945,Esteban Abreu,Agricultura,728353.68,36,Promotor,A Tiempo
CRED-00285,2024-13-12,CLI-93392,Elisa Villarreal Noriega,Alimentos y Bebidas,12644.88,3,Web,A Tiempo
CRED-00286,2026-04-27,CLI-71573,Eva Jaimes Quesada,Manufactura,1154940.4,24,App Móvil,A Tiempo
CRED-00287,2026-04-24,CLI-24591,Ing. Raquel Mora,Salud,1869729.8,9,Web,A Tiempo
CRED-00288,2026-06-19,CLI-65222,Carlota Margarita Macías,Manufactura,4334942.4,60,Web,A Tiempo
CRED-00289,2026-06-23,CLI-31036,Pablo Villaseñor Almanza,Transporte,549936.21,48,Web,A Tiempo
CRED-00290,2026-06-13,CLI-80203,Dr. David Lucio,Servicios,2795402.47,12,Web,A Tiempo
CRED-00291,2026-04-27,CLI-70831,Leonel Ramiro Covarrubias,Manufactura,922740.59,24,Sucursal,A Tiempo
CRED-00292,2026-05-06,CLI-90785,Maximiliano Sergio Montalvo Estévez,Construcción,2087990.63,36,Sucursal,A Tiempo
CRED-00293,2026-04-18,CLI-74804,Liliana Conchita Girón Cedillo,Servicios,3632502.92,6,Web,A Tiempo
CRED-00294,2026-06-23,CLI-05765,Estela Florencia Ruiz Rivas,Manufactura,4270279.78,6,Web,A Tiempo
CRED-00295,2026-05-11,CLI-08766,Ing. Natividad Saldivar,Salud,1951472.32,36,Call Center,A Tiempo
CRED-00296,2026-07-10,CLI-22167,Noemí Georgina Beltrán,Agricultura,4974662.89,60,Sucursal,A Tiempo
CRED-00297,2026-07-16,CLI-97580,Dr. Gerardo Saavedra,Alimentos y Bebidas,-1381351.92,36,Promotor,A Tiempo
CRED-00298,2026-06-04,CLI-10379,Rodolfo Pineda,Salud,3995797.28,48,Sucursal,A Tiempo
CRED-00299,,CLI-46894,Horacio Mauricio Rivera,Transporte,113550.59,9,Call Center,A Tiempo
CRED-00300,2026-04-28,CLI-31908,Jos Quiroz Vigil,Manufactura,3756572.08,3,Promotor,A Tiempo
CRED-00301,2026-06-19,CLI-21940,Karina Garica,Transporte,2376784.42,60,App Móvil,A Tiempo
CRED-00302,2026-04-18,CLI-65373,Sra. Minerva Perea,Manufactura,3771715.88,12,Web,A Tiempo
CRED-00303,2026-04-23,CLI-15376,Omar Vaca,Servicios,164519.49,24,App Móvil,A Tiempo
CRED-00304,2026-04-24,CLI-29711,Rebeca Clara Benavídez,Comercio,453367.43,36,Web,A Tiempo
CRED-00305,2026-06-08,CLI-09750,Luis Manuel Pedraza,Manufactura,4689891.02,18,Promotor,A Tiempo
CRED-00306,2026-04-30,CLI-01149,Juan Ochoa,Comercio,4142466.17,18,Sucursal,A Tiempo
CRED-00307,2026-04-26,CLI-63742,Josefina Miriam Segovia Maestas,Alimentos y Bebidas,2957597.35,24,App Móvil,Tardío
CRED-00308,2026-06-13,CLI-32840,Pilar Longoria Laureano,Agricultura,2353838.64,18,Sucursal,Tardío
CRED-00309,2026-07-09,CLI-05846,Reina Dulce Dueñas Reynoso,Alimentos y Bebidas,3364307.51,6,Sucursal,A Tiempo
CRED-00310,2026-04-18,CLI-80736,Omar Magaña,Construcción,2551260.46,60,Web,A Tiempo
CRED-00311,2026-06-13,CLI-92197,Alma Cynthia Espinoza,Agricultura,4875596.81,60,Sucursal,A Tiempo
CRED-00312,2026-06-30,CLI-02907,Lic. Luis Manuel Marrero,Alimentos y Bebidas,1536994.26,9,Call Center,A Tiempo
CRED-00313,2026-07-12,CLI-17580,Pamela Castellanos,Transporte,441552.74,3,Web,A Tiempo
CRED-00314,2026-04-21,CLI-58476,Luz Rodríquez,Alimentos y Bebidas,4583725.01,9,Promotor,A Tiempo
CRED-00315,2026-07-14,CLI-97328,Sra. Verónica Franco,Transporte,2105995.89,12,Call Center,A Tiempo
CRED-00316,2026-05-06,CLI-06456,Ing. Hermelinda Peralta,Servicios,513271.7,6,Call Center,A Tiempo
CRED-00317,2026-07-09,CLI-23897,María José Lucía Barraza,Educación,1349094.55,24,Web,A Tiempo
CRED-00318,2026-05-19,CLI-30031,Diana Carolina Alcala Rangel,Educación,3568280.05,48,Web,A Tiempo
CRED-00319,2026-06-11,CLI-04096,Delia Socorro Quezada,Alimentos y Bebidas,1271889.35,60,Web,A Tiempo
CRED-00320,2026-07-07,CLI-55346,Israel Rufino Aguilar,Construcción,4253493.19,60,Call Center,A Tiempo
CRED-00321,2026-04-27,CLI-75219,María Elena Leticia Vélez,Construcción,2142921.68,24,Sucursal,A Tiempo
,2026-05-02,CLI-86968,Joaquín Salvador Gonzales,Transporte,4311601.77,24,Call Center,A Tiempo
CRED-00323,2026-07-06,CLI-06363,Eugenia Carmen Verdugo Vanegas,Manufactura,508608.65,3,Sucursal,A Tiempo
CRED-00324,2026-04-21,CLI-55592,Iván Juan Carlos Canales Orellana,Alimentos y Bebidas,1795751.65,18,App Móvil,A Tiempo
CRED-00325,2026-05-21,CLI-82620,Iván Razo Tórrez,Transporte,498776.26,6,Call Center,A Tiempo
CRED-00326,2026-04-25,CLI-32394,Dalia Hermelinda Mendoza Figueroa,Comercio,76382.79,24,Promotor,A Tiempo
CRED-00327,2026-05-22,CLI-06862,Cristobal Saavedra,Servicios,4330487.5,36,Call Center,A Tiempo
CRED-00328,2026-06-27,CLI-48376,Estefanía Elvia Patiño Lemus,Agricultura,3337146.43,6,Sucursal,A Tiempo
CRED-00329,2026-05-05,CLI-34760,Ing. Gustavo Osorio,Comercio,789536.08,12,Promotor,Tardío
CRED-00330,2026-05-09,CLI-46021,Esteban Ignacio Blanco de León,Comercio,268030.29,3,Call Center,A Tiempo
CRED-00331,2026-04-29,CLI-77808,Lic. René Bonilla,Transporte,1376205.77,36,Web,Tardío
CRED-00332,2026-04-29,CLI-37679,Cornelio Óliver Anaya,Transporte,1757106.3,24,Promotor,A Tiempo
CRED-00333,2026-05-27,CLI-86122,Jesús Timoteo Villarreal,Manufactura,38600.16,9,Promotor,A Tiempo
CRED-00334,2026-05-18,CLI-83801,Magdalena Alejandra Peralta Padrón,Salud,1118095.9,24,Web,A Tiempo
CRED-00335,2026-06-13,CLI-08475,Asunción Ariadna Porras Angulo,Salud,4198885.55,24,App Móvil,A Tiempo
CRED-00336,2026-05-17,CLI-77625,Gerónimo Espinoza,Tecnología,1957471.21,12,Promotor,A Tiempo
CRED-00337,2026-05-24,CLI-21043,Sr. José Corral,Construcción,2724945.62,60,Promotor,Tardío
CRED-00338,2026-07-02,CLI-19978,Eloisa Rendón Sandoval,Educación,3252146.59,12,Sucursal,A Tiempo
CRED-00339,2026-05-25,CLI-70817,Santiago Ricardo Vélez,Construcción,1879137.15,36,Call Center,Tardío
CRED-00340,2026-05-30,CLI-52722,Alma Alemán Gutiérrez,Alimentos y Bebidas,-918045.41,48,Call Center,Tardío
CRED-00341,2026-07-08,CLI-86152,Federico Soliz Cisneros,Comercio,-4538689.89,6,Sucursal,A Tiempo
CRED-00342,2026-06-13,CLI-36129,Alma Mónica Esparza,Construcción,1539510.0,6,App Móvil,A Tiempo
CRED-00343,2026-05-14,CLI-72053,Isabela Grijalva,Servicios,2427175.7,18,Sucursal,A Tiempo
CRED-00344,2026-07-05,CLI-03871,Modesto Valverde,Transporte,2675253.27,48,Promotor,A Tiempo
CRED-00345,2026-05-20,CLI-85186,Georgina Juana Ruiz Paz,Salud,1475083.37,18,Sucursal,A Tiempo
CRED-00346,2026-06-12,CLI-79900,Emilio Gonzales Negrete,Salud,3410411.02,3,Sucursal,A Tiempo
CRED-00347,2026-07-10,CLI-70523,Hugo Ledesma,Comercio,2604974.54,12,Call Center,Tardío
CRED-00348,2026-07-11,CLI-47689,Lourdes Alta  Gracia Mondragón,Educación,3691271.61,18,Sucursal,A Tiempo
CRED-00349,2026-05-10,CLI-35464,Evelio Velásquez,Comercio,363819.9,60,App Móvil,Tardío
CRED-00350,2026-06-14,CLI-70886,Esteban Arturo Acosta Treviño,Agricultura,1771261.39,24,Call Center,A Tiempo
CRED-00351,2026-06-28,CLI-22125,Lic. Yeni Verduzco,Transporte,4470310.99,60,Sucursal,A Tiempo
CRED-00352,2026-06-12,CLI-69306,Vanesa Noelia Grijalva Barela,Servicios,556476.18,48,Promotor,Tardío
CRED-00353,2026-04-23,CLI-33046,Caridad Esmeralda Zambrano,Manufactura,4705426.63,36,Web,A Tiempo
CRED-00354,2026-06-30,CLI-12167,Magdalena Magdalena Chapa,Comercio,2143349.46,12,Web,A Tiempo
CRED-00355,2026-07-10,CLI-09788,Armando Jaime Cornejo Sotelo,Tecnología,3794938.84,36,Call Center,A Tiempo
CRED-00356,2026-05-04,CLI-74774,Óscar Castillo Véliz,Educación,2727621.05,24,Sucursal,Tardío
CRED-00357,2026-06-21,CLI-42585,Pilar Maestas Galván,Manufactura,4207481.15,3,App Móvil,A Tiempo
CRED-00358,2026-06-10,CLI-48788,Juan Carlos Navarrete,Agricultura,4670091.38,24,Promotor,A Tiempo
CRED-00359,2026-07-07,CLI-74197,Josefina Soledad González Valencia,Transporte,3648664.88,48,Web,A Tiempo
CRED-00360,2026-04-23,CLI-23219,David Lara Bonilla,Comercio,4753049.03,48,Promotor,A Tiempo
CRED-00361,2026-05-28,CLI-88200,Esparta Olmos Valverde,Salud,3248273.16,3,Web,Tardío
CRED-00362,2026-04-22,CLI-99745,Silvano Alfonso Barreto Arroyo,Salud,1134650.44,60,Call Center,A Tiempo
CRED-00363,2026-04-24,CLI-72348,Adán Marcos Ojeda Bermúdez,Salud,4844051.83,6,App Móvil,Tardío
CRED-00364,2026-05-04,CLI-83755,Andrea Reynoso Estrada,Salud,609373.03,24,Promotor,A Tiempo
CRED-00365,2026-06-26,CLI-31447,Noelia Hinojosa,Construcción,1354593.57,36,Sucursal,A Tiempo
CRED-00366,2026-05-28,CLI-30256,Rubén Daniel Saucedo,Manufactura,3552746.29,36,Promotor,A Tiempo
CRED-00367,2026-05-06,CLI-07233,Benito Roldán Pantoja,Servicios,3348221.59,48,Web,A Tiempo
CRED-00368,2026-06-22,CLI-93577,Timoteo Uriel Botello Mendoza,Salud,4276267.55,36,Sucursal,A Tiempo
CRED-00369,2026-04-26,CLI-71920,Pascual Barreto,Educación,2336752.47,3,Web,A Tiempo
CRED-00370,2026-04-29,CLI-78934,Eugenio Collado,Servicios,3437483.25,36,Sucursal,Tardío
CRED-00371,2026-06-04,CLI-58213,Amanda Raquel Puga Limón,Servicios,4440556.06,60,Call Center,A Tiempo
CRED-00372,2026-04-29,CLI-56853,Graciela de la Torre Carrasco,Construcción,4039795.42,48,Web,A Tiempo
CRED-00373,2026-05-31,CLI-74536,Lic. Raúl Muñiz,Agricultura,4512460.27,18,Promotor,A Tiempo
CRED-00374,2026-05-25,CLI-37248,Dolores Teresa Treviño Padrón,Salud,4086743.06,60,Call Center,A Tiempo
CRED-00375,2026-06-11,CLI-54721,Mariana Camila Cornejo,Comercio,566766.91,48,Promotor,A Tiempo
CRED-00376,2026-06-16,CLI-31821,Mayte Luz Castañeda Gamez,Alimentos y Bebidas,1568560.2,12,Web,A Tiempo
CRED-00377,2026-07-04,CLI-51978,Dulce Lorena Arreola,Educación,1477209.02,3,Web,A Tiempo
CRED-00307,2026-05-27,CLI-24973,Victoria Julia Olivas Berríos,Manufactura,747721.55,9,Promotor,A Tiempo
CRED-00379,2026-04-22,CLI-61065,Anabel Bravo Aragón,Manufactura,,3,Web,A Tiempo
CRED-00380,2026-06-18,CLI-48239,Rebeca Cynthia Iglesias Pedroza,Salud,1799126.41,6,Web,A Tiempo
CRED-00381,2026-06-04,CLI-51559,Ing. Francisco Javier Vallejo,Agricultura,4902615.58,9,App Móvil,A Tiempo
CRED-00382,2026-05-23,CLI-68686,Irene Pedroza Munguía,Agricultura,4559155.35,48,App Móvil,Tardío
CRED-00383,2026-07-13,CLI-47399,Clara Citlali Grijalva Rodarte,Alimentos y Bebidas,3490639.88,12,Call Center,A Tiempo
CRED-00384,2026-04-18,CLI-64282,Lic. María José Franco,Salud,1232612.91,9,Call Center,A Tiempo
CRED-00385,2026-07-01,CLI-85468,Ing. Araceli Niño,Servicios,3934331.85,9,App Móvil,A Tiempo
CRED-00386,2026-06-15,CLI-24176,Eloy Guevara Mondragón,Servicios,72008.64,60,Promotor,A Tiempo
CRED-00387,2026-05-15,CLI-34092,Jorge Luis Casárez,Comercio,1764234.72,18,Sucursal,Tardío
CRED-00388,,CLI-46450,Lucía Ana Luisa Pacheco Pacheco,Agricultura,3749254.52,36,App Móvil,A Tiempo
CRED-00389,2026-06-20,CLI-86161,Sra. Lourdes Arellano,Salud,3471349.59,9,Call Center,Tardío
CRED-00390,2026-07-02,CLI-96743,María Cristina Eloisa Borrego,Servicios,2760256.25,48,Sucursal,A Tiempo
,2026-07-13,CLI-36929,Ing. Amador de la Crúz,Agricultura,3642996.0,18,Web,Tardío
CRED-00392,2026-04-25,CLI-47327,Cristian Alonso Olvera,Comercio,422249.32,18,App Móvil,Tardío
CRED-00393,2026-05-14,CLI-83459,Abril Alicia Robledo de la Crúz,Tecnología,239045.82,6,Promotor,A Tiempo
CRED-00394,2026-06-19,CLI-18917,Felipe Amador,Alimentos y Bebidas,2972222.98,48,App Móvil,A Tiempo
CRED-00395,2026-04-25,CLI-43091,Pablo Zamudio Madrigal,Manufactura,165971.14,18,App Móvil,A Tiempo
CRED-00396,2026-05-19,CLI-45864,Lic. Liliana Carbajal,Manufactura,1915036.02,36,Call Center,A Tiempo
CRED-00397,2026-07-08,CLI-09870,Sr. Julio Luevano,Tecnología,1152395.38,24,App Móvil,A Tiempo
CRED-00398,2024-13-13,CLI-04241,Marisol Negrón Santana,Tecnología,3307528.98,18,Promotor,Tardío
CRED-00399,2026-07-15,CLI-92258,Lic. Javier Lira,Servicios,1843821.79,6,Call Center,A Tiempo
CRED-00400,2026-05-30,CLI-33548,Minerva Patricia Ortega Valles,Construcción,4845086.74,3,Sucursal,A Tiempo
CRED-00401,2026-06-17,CLI-03867,Lic. Marcos Ayala,Manufactura,4269362.71,36,Promotor,A Tiempo
CRED-00402,2026-05-19,CLI-64939,Elsa Fajardo,Alimentos y Bebidas,3513296.67,18,Promotor,A Tiempo
CRED-00403,2026-05-26,CLI-53097,Gabriel Gálvez Miranda,Salud,2743248.67,9,Call Center,A Tiempo
CRED-00404,2026-06-28,CLI-26768,Rocío Celia Esquibel,Alimentos y Bebidas,1569864.63,24,App Móvil,Tardío
CRED-00405,2026-07-10,CLI-25454,Ana Luisa Úrsula Casares,Agricultura,1393660.94,9,Promotor,A Tiempo
CRED-00406,2026-05-12,CLI-36463,Jonás Venegas,Servicios,1285744.97,12,Call Center,A Tiempo
CRED-00407,2026-06-24,CLI-10064,Sra. Indira Mejía,Comercio,4264018.71,18,App Móvil,Tardío
,2026-07-09,CLI-93225,Dra. Andrea Acuña,Alimentos y Bebidas,709065.31,60,Web,Tardío
CRED-00409,2026-05-07,CLI-71815,Dr. Juan Rivas,Transporte,2946071.31,18,Sucursal,A Tiempo
CRED-00239,2026-04-23,CLI-46775,Dalia Marisela Briseño Cervántez,Agricultura,1630030.26,48,Call Center,A Tiempo
CRED-00411,2026-05-24,CLI-60253,Lic. Tomás Granado,Servicios,98185.96,9,Promotor,A Tiempo
CRED-00412,2026-06-08,CLI-82989,Florencia Cynthia Cruz,Construcción,1708916.53,24,Call Center,Tardío
CRED-00413,2026-05-06,CLI-95104,Rolando Hernádez Colunga,Transporte,3472722.39,3,App Móvil,A Tiempo
CRED-00414,2026-04-22,CLI-86628,Srita. Nadia Posada,Manufactura,2460427.46,24,Call Center,A Tiempo
CRED-00415,2026-05-12,CLI-07440,Lic. Augusto Salinas,Manufactura,3439190.43,18,Web,A Tiempo
CRED-00416,2026-07-13,CLI-69248,Ing. Socorro Valladares,Construcción,4977138.94,9,Web,A Tiempo
CRED-00417,2026-05-24,CLI-20217,Horacio Saucedo,Transporte,580583.33,9,Promotor,A Tiempo
CRED-00418,2026-06-07,CLI-51218,Cristian Víctor Bernal Parra,Manufactura,1659960.84,24,App Móvil,A Tiempo
CRED-00419,2026-04-17,CLI-95647,Lic. Nadia Ortega,Educación,2602974.39,18,App Móvil,A Tiempo
CRED-00420,2026-06-11,CLI-18042,Sergio Bruno Carvajal Limón,Transporte,2425586.55,36,Promotor,A Tiempo
CRED-00421,2026-06-19,CLI-97684,Octavio Wilfrido Cadena,Transporte,4031216.06,6,Promotor,A Tiempo
CRED-00422,2026-06-12,CLI-76235,Bernabé Nieto,Agricultura,2665366.9,18,Promotor,Tardío
CRED-00423,2026-07-08,CLI-98844,Esteban Aguilera Carrera,Transporte,,48,App Móvil,A Tiempo
CRED-00424,2026-06-02,CLI-88867,Srita. Marisela Castro,Servicios,280758.46,36,Sucursal,Tardío
CRED-00425,2026-05-15,CLI-83864,Gabino Delgado Vigil,Construcción,98020.91,9,App Móvil,A Tiempo
CRED-00426,2026-05-20,CLI-44998,Israel Luevano Carrera,Salud,242142.52,18,Promotor,A Tiempo
CRED-00427,2026-07-07,CLI-80227,Esperanza Susana Solorio Quiñónez,Construcción,3940173.71,24,Web,A Tiempo
,2026-06-30,CLI-53474,Fidel Téllez,Servicios,3424448.72,12,Web,A Tiempo
CRED-00429,2026-05-19,CLI-45615,Irene María Olivera Valadez,Servicios,4755411.72,18,App Móvil,A Tiempo
CRED-00430,2026-05-25,CLI-57679,Lic. Esmeralda Arenas,Salud,3937101.57,18,App Móvil,A Tiempo
CRED-00431,2026-06-27,CLI-72844,Dra. Guadalupe Tello,Tecnología,751334.24,60,Sucursal,A Tiempo
CRED-00432,2026-06-12,CLI-26815,Inés Eloisa Rosario Ortega,Tecnología,392174.49,60,Web,Tardío
CRED-00433,2026-07-02,CLI-44761,Maximiliano Amador Roque,Agricultura,158284.19,3,Call Center,A Tiempo
CRED-00434,2026-07-05,CLI-51330,Oswaldo Varela,Servicios,1196123.69,3,Promotor,A Tiempo
CRED-00435,2026-04-29,CLI-92666,Flavio Arriaga,Construcción,3587608.71,9,Web,A Tiempo
CRED-00436,2026-05-30,CLI-31997,Zacarías Rivas Paredes,Alimentos y Bebidas,1759399.56,60,Call Center,A Tiempo
CRED-00437,2026-04-20,CLI-14469,Mateo Arias,Agricultura,1623876.07,12,App Móvil,A Tiempo
CRED-00438,2026-06-29,CLI-67943,Catalina Violeta Gracia,Comercio,4852056.22,36,Web,A Tiempo
CRED-00439,2026-04-17,CLI-59096,Agustín Ortega Ávila,Educación,2016977.91,3,Promotor,A Tiempo
CRED-00440,2026-04-24,CLI-44437,Ing. Conchita Bonilla,Manufactura,3833306.87,36,App Móvil,A Tiempo
CRED-00441,2026-07-11,CLI-72268,Rebeca Miriam Pineda Bañuelos,Construcción,4480711.57,60,Sucursal,A Tiempo
CRED-00442,2026-06-17,CLI-75805,Luis Manuel Terán Reynoso,Comercio,3356501.8,12,App Móvil,A Tiempo
CRED-00443,2026-07-04,CLI-09762,Carla Godínez Sandoval,Alimentos y Bebidas,1918044.2,36,Call Center,A Tiempo
CRED-00444,2026-05-25,CLI-83901,Cristobal Federico Bañuelos Abrego,Educación,1690198.23,12,App Móvil,A Tiempo
CRED-00445,2026-05-11,CLI-39783,Gabriela Ana Calvillo,Manufactura,3403347.5,24,Web,A Tiempo
CRED-00446,2026-05-02,CLI-50055,Dra. Isabel Rolón,Manufactura,365524.9,48,Web,A Tiempo
CRED-00447,2026-04-20,CLI-96309,Porfirio Villanueva Naranjo,Comercio,3221418.66,48,Sucursal,A Tiempo
CRED-00448,2026-06-24,CLI-17850,Vicente Javier Granados Murillo,Servicios,3722397.77,18,App Móvil,A Tiempo
CRED-00449,2026-07-05,CLI-31001,Diana Casárez Razo,Tecnología,3117018.31,3,Promotor,Tardío
CRED-00450,2026-05-22,CLI-66213,Rosa Celia Orozco,Comercio,3181611.22,9,Web,A Tiempo
CRED-00451,2026-04-19,CLI-90199,Cristian Reynoso Villalobos,Alimentos y Bebidas,1026788.8,48,Promotor,A Tiempo
CRED-00452,2026-04-25,CLI-00580,Sergio Mesa,Construcción,4440296.64,24,Call Center,A Tiempo
CRED-00453,2026-06-24,CLI-07308,Lic. Eloy Casanova,Tecnología,3395780.12,9,App Móvil,Tardío
CRED-00454,2026-04-27,CLI-85594,Claudia Ana María Verduzco Magaña,Agricultura,4197287.53,60,App Móvil,Tardío
CRED-00455,2026-05-25,CLI-88174,Elias Wilfrido Téllez,Comercio,483054.94,12,Web,A Tiempo
CRED-00456,2026-06-09,CLI-34281,Genaro Gamez,Salud,983877.68,60,Call Center,A Tiempo
CRED-00457,2026-07-15,CLI-66030,Benito Segovia Barragán,Educación,2778578.46,9,Web,A Tiempo
CRED-00458,2026-04-22,CLI-85883,Carmen Vanesa Robles,Salud,4719830.25,60,Promotor,A Tiempo
CRED-00459,2026-05-03,CLI-50835,Nicolás Carmona Sauceda,Transporte,1422825.08,24,Promotor,A Tiempo
CRED-00460,2026-05-28,CLI-76319,Lic. Zacarías Toledo,Construcción,934116.5,12,Call Center,A Tiempo
